SampleName,SampleNr,Accession,Domestication,Treatment,TreatmentNr,PlantNr,Greenhouse,Table,block_n,Rows,Cols,Plots,Induction.Nr.CP,Induction.Nr.FP,Block_n,Rhizosphere_soil_analysis,GSL_Root_analysis,Root_samples_left_over_after_GSL_analysis,GSL_leaf_analyis,Leave_samples_left_over_after_GSL_analysis,notes_CP,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Neoglucobrassicin,L_Gluconasturtiin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival
C463,463,VL,Wild,Mb,24,3,1,1,3,2,1,53,3,1,3,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.929333333,infested by Ar as well,3,3
C464,464,VL,Wild,Mb,24,4,1,1,4,4,4,88,3,1,4,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.095,infested by Ar as well,3,1
C465,465,VL,Wild,Mb,24,5,1,1,5,5,2,114,3,1,5,1,0,1,1,0,,10.5,0.07,0.01,0.02,0,0.01,0,0,0,0.02,0,0,0.04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.757,,3,3
C466,466,VL,Wild,Mb,24,6,1,2,6,2,2,126,3,1,6,1,0,1,1,0,GSL leaves already analysed,13.44,0.9,0.13,0.37,0,NA,NA,0.13,NA,0.25,0.05,0.07,0,0.38,0,0,0.02,GSL leaves already analysed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.583,1 cat found during rhizosphere collection,3,3
C467,467,VL,Wild,Mb,24,7,1,2,7,3,1,153,3,1,7,1,0,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.265,,3,2
C468,468,VL,Wild,Mb,24,8,1,2,8,1,3,171,3,1,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.674666667,,3,3
C469,469,VL,Wild,Mb,24,9,1,2,9,6,3,215,3,1,9,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.626666667,infested by Ar as well,3,3
C470,470,VL,Wild,Mb,24,10,1,2,10,4,1,229,3,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.297,,3,2
C471,471,VL,Wild,Mb,24,11,2,3,11,4,2,254,3,1,11,0,0,0,1,0,,7,0.16,0.02,0.14,0,0,0.02,0,0,0.11,0.02,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.403333333,,3,3
C472,472,VL,Wild,Mb,24,12,2,3,12,1,4,268,3,1,12,0,0,0,1,0,,11.4,0.03,0.01,0.02,0,0,0.01,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.601666667,,3,3
C473,473,VL,Wild,Mb,24,13,2,3,13,6,2,310,3,1,13,0,0,0,1,0,,9.2,0.12,0.02,0.02,0,0.02,0,0,0,0.02,0,0,0.07,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0315,,3,2
C474,474,VL,Wild,Mb,24,14,2,3,14,1,2,314,3,1,14,0,0,0,1,0,GSL leaves already analysed,11.35,1.77,0.7,0.96,0.59,NA,NA,0.11,NA,0.9,0.02,0.04,0,0,0.06,0.03,0,GSL leaves already analysed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6235,,3,2
C475,475,VL,Wild,Mb,24,15,2,3,15,2,4,344,3,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.988,,3,3
C476,476,VL,Wild,Mb,24,16,2,4,16,6,4,384,3,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,2.23,0.41,1.28,0.26,0.02,0,0,0.13,0.35,0.39,0.54,0.55,NA,NA,NA,NA,,3.954333333,,3,3
C477,477,VL,Wild,Mb,24,17,2,4,17,3,4,396,3,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,0.85,0.36,0.16,0.27,0.01,0.05,0,0.03,0.03,0.02,0.11,0.34,NA,NA,NA,NA,,4.156333333,,3,3
C478,478,VL,Wild,Mb,24,18,2,4,18,5,3,427,3,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,0.63,0.24,0.2,0.1,0.01,0.07,0,0.06,0.05,0.07,0.08,0.18,NA,NA,NA,NA,,3.623,,3,3
C479,479,VL,Wild,Mb,24,19,2,4,19,5,4,452,3,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,0.98,0.31,0.22,0.2,0.02,0.05,0,0.04,0.03,0.03,0.16,0.45,NA,NA,NA,NA,,3.740666667,,3,3
C480,480,VL,Wild,Mb,24,20,2,4,20,5,1,473,3,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.45,0.27,0.36,0,0.03,0.15,0,0.09,0.06,0.1,0.2,0.82,NA,NA,NA,NA,,1.322,,3,1
CE133,E133,VL,Wild,Mb,24,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.969,infested by Ar as well,3,3
CE135,E135,VL,Wild,Mb,24,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.539,infested by Ar as well,3,2
CE142,E142,VL,Wild,Mb,24,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.932,,3,2
CE143,E143,VL,Wild,Mb,24,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.991,,3,3
