SampleName,SampleNr,Accession,Domestication,Treatment,TreatmentNr,PlantNr,Greenhouse,Table,block_n,Rows,Cols,Plots,Induction.Nr.CP,Induction.Nr.FP,Block_n,Rhizosphere_soil_analysis,GSL_Root_analysis,Root_samples_left_over_after_GSL_analysis,GSL_leaf_analyis,Leave_samples_left_over_after_GSL_analysis,notes_CP,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Neoglucobrassicin,L_Gluconasturtiin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival
C259,259,KI,Wild,Co,13,19,2,4,19,4,3,447,0,2,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.71,0.27,0.37,0.12,0,0.07,0,0.08,0.09,0.18,0.1,0.07,NA,NA,NA,NA,,NA,NA,NA,NA
C260,260,KI,Wild,Co,13,20,2,4,20,4,1,469,0,2,20,1,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C261,261,KI,Wild,Mb,14,1,1,1,1,3,4,12,4,2,1,0,0,0,1,0,,10.1,6.67,1.94,4.73,0,0,1.94,0,0,4.73,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.786666667,,4,3
C262,262,KI,Wild,Mb,14,2,1,1,2,2,1,29,4,2,2,0,0,0,1,0,,11.2,29.57,0.82,28.75,0,0,0.82,0,0,12.43,0,16.32,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0765,,4,4
C263,263,KI,Wild,Mb,14,3,1,1,3,5,3,67,4,2,3,0,0,0,1,0,"GSL leaf sample exists twice, one blue lable and one black. The black is labeled later so may be the exual one. In the blue one may be something else, 163 is missing so it may be that one although the notes in this file say that the platn is mssing.",9.6,1.54,1.41,0.12,0,0,1.41,0,0,0.04,0,0.08,0,NA,NA,NA,NA,"GSL leaf sample exists twice, one blue lable and one black. The black is labeled later so may be the exual one. In the blue one may be something else, 163 is missing so it may be that one although the notes in this file say that the platn is mssing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6385,,4,4
C264,264,KI,Wild,Mb,14,4,1,1,4,2,4,80,4,2,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,,4,2
C265,265,KI,Wild,Mb,14,5,1,1,5,6,1,117,4,2,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9915,,4,4
C266,266,KI,Wild,Mb,14,6,1,2,6,6,2,142,4,2,6,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981333333,,4,3
C267,267,KI,Wild,Mb,14,7,1,2,7,2,3,151,4,2,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.155,,4,3
C268,268,KI,Wild,Mb,14,8,1,2,8,3,2,178,4,2,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0224,infested with one cat too much,5,5
C269,269,KI,Wild,Mb,14,9,1,2,9,3,1,201,4,2,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.95,0.12,0.68,0,0,0.05,0,0.07,0.12,0.22,0.34,0.14,NA,NA,NA,NA,,0.889,infested by Ar as well,4,3
C270,270,KI,Wild,Mb,14,10,1,2,10,3,3,227,4,2,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28875,,4,4
C271,271,KI,Wild,Mb,14,11,2,3,11,1,3,243,4,2,11,0,0,0,1,0,,12.1,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.938,,4,2
C272,272,KI,Wild,Mb,14,12,2,3,12,1,1,265,4,2,12,0,0,0,1,0,,14.4,10.19,0.39,9.8,0.06,0,0.33,0,0,9.31,0,0.49,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.331,,4,3
C273,273,KI,Wild,Mb,14,13,2,3,13,4,4,304,4,2,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14425,,4,4
C274,274,KI,Wild,Mb,14,14,2,3,14,4,3,327,4,2,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09875,,4,4
C275,275,KI,Wild,Mb,14,15,2,3,15,5,4,356,4,2,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.229666667,,4,3
C276,276,KI,Wild,Mb,14,16,2,4,16,1,2,362,4,2,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,1.16,0.48,0.56,0.25,0.01,0.16,0.01,0.05,0.06,0.44,0.06,0.12,NA,NA,NA,NA,,3.1645,,4,4
C277,277,KI,Wild,Mb,14,17,2,4,17,6,3,407,4,2,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,0.25,0.03,0.19,0.01,0,0.01,0,0.01,0.06,0.05,0.08,0.03,NA,NA,NA,NA,,0.657,,4,3
C278,278,KI,Wild,Mb,14,18,2,4,18,4,2,422,4,2,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.22,0.61,0.56,0.19,0.01,0.37,0,0.04,0.05,0.51,0,0.05,NA,NA,NA,NA,,1.893666667,,4,3
C279,279,KI,Wild,Mb,14,19,2,4,19,5,1,449,4,2,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.54,0.11,0.38,0.04,0,0.02,0,0.05,0.06,0.21,0.11,0.05,NA,NA,NA,NA,,1.801,,4,3
C280,280,KI,Wild,Mb,14,20,2,4,20,6,4,480,4,2,20,0,0,0,0,0,Roots were rotten so no rhizosphere samples were taken. The AG platn looked fine.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968666667,,4,3
C281,281,KT,Cultivated,Co,15,1,1,1,1,6,2,22,0,1,1,0,0,0,1,0,,7.4,0.87,0.69,0.18,0,0,0.69,0,0,0.18,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C282,282,KT,Cultivated,Co,15,2,1,1,2,2,3,31,0,1,2,0,0,0,1,0,"Plant was small, infested with Mb?",4.3,2.58,2.56,0.02,0,0,2.56,0,0,0.02,0,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C283,283,KT,Cultivated,Co,15,3,1,1,3,5,1,65,0,1,3,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C284,284,KT,Cultivated,Co,15,4,1,1,4,3,1,81,0,1,4,0,0,0,1,0,,7.9,1.01,0.99,0.01,0,0,0.99,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C285,285,KT,Cultivated,Co,15,5,1,1,5,4,4,112,0,1,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C286,286,KT,Cultivated,Co,15,6,1,2,6,6,4,144,0,1,6,1,1,0,0,1,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,0.14,0.04,0.1,0.02,0,0.02,0,0,0.09,0.01,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",NA,NA,NA,NA
C287,287,KT,Cultivated,Co,15,7,1,2,7,3,2,154,0,1,7,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.88,0.21,0.5,0.02,0.05,0.11,0,0.03,0.09,0.13,0.28,0.18,NA,NA,NA,NA,,NA,NA,NA,NA
C288,288,KT,Cultivated,Co,15,8,1,2,8,5,4,188,0,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.35,0.17,1.05,0.01,0,0.16,0,0,0.18,0.25,0.62,0.13,NA,NA,NA,NA,,NA,NA,NA,NA
C289,289,KT,Cultivated,Co,15,9,1,2,9,1,2,194,0,1,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.19,0.09,0.11,0,0.03,0.06,0,0,0.04,0.02,0.05,0,NA,NA,NA,NA,,NA,NA,NA,NA
C290,290,KT,Cultivated,Co,15,10,1,2,10,6,3,239,0,1,10,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.07,0.42,6.65,0,0,0.42,0,0,1.7,2.02,2.93,0,NA,NA,NA,NA,,NA,NA,NA,NA
C291,291,KT,Cultivated,Co,15,11,2,3,11,4,1,253,0,1,11,0,0,0,1,0,Some trips damage observed,9.5,1.81,1.73,0.08,0,0,1.73,0,0,0.08,0,0,0,NA,NA,NA,NA,Some trips damage observed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C292,292,KT,Cultivated,Co,15,12,2,3,12,2,2,270,0,1,12,0,0,0,1,0,,9.7,0.9,0.88,0.02,0,0,0.88,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C293,293,KT,Cultivated,Co,15,13,2,3,13,1,3,291,0,1,13,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C294,294,KT,Cultivated,Co,15,14,2,3,14,2,1,317,0,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C295,295,KT,Cultivated,Co,15,15,2,3,15,1,4,340,0,1,15,1,0,0,0,1,One leaf broken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C296,296,KT,Cultivated,Co,15,16,2,4,16,4,2,374,0,1,16,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C297,297,KT,Cultivated,Co,15,17,2,4,17,5,3,403,0,1,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C298,298,KT,Cultivated,Co,15,18,2,4,18,2,4,416,0,1,18,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C299,299,KT,Cultivated,Co,15,19,2,4,19,1,1,433,0,1,19,1,0,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C300,300,KT,Cultivated,Co,15,20,2,4,20,3,3,467,0,1,20,1,0,0,0,0,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C301,301,KT,Cultivated,Mb,16,1,1,1,1,6,4,24,5,1,1,0,0,0,1,0,,5.1,2.69,2.67,0.02,0,0,2.67,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5848,,5,5
C302,302,KT,Cultivated,Mb,16,2,1,1,2,4,2,38,5,1,2,0,0,0,1,0,,11.5,7.8,1.98,5.82,0,0,1.98,0,0,0.55,0,5.27,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7576,,5,5
C303,303,KT,Cultivated,Mb,16,3,1,1,3,5,2,66,5,1,3,0,0,0,1,0,,7.6,3.58,0.11,3.46,0,0,0.11,0,0,0.56,0,2.9,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6932,,5,5
C304,304,KT,Cultivated,Mb,16,4,1,1,4,3,3,83,5,1,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6838,,5,5
C305,305,KT,Cultivated,Mb,16,5,1,1,5,5,1,113,5,1,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3952,,5,5
C306,306,KT,Cultivated,Mb,16,6,1,2,6,1,4,124,5,1,6,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0.54,0.09,0.45,0,0,0.09,0,0,0.11,0.16,0.18,0,NA,NA,NA,NA,,5.7862,,5,5
C307,307,KT,Cultivated,Mb,16,7,1,2,7,1,2,146,5,1,7,1,0,1,0,0,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.068,small pant,5,1
C308,308,KT,Cultivated,Mb,16,8,1,2,8,3,1,177,5,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,0.58,0.23,0.3,0.13,0,0.1,0,0,0.06,0.06,0.18,0.05,NA,NA,NA,NA,,5.479,,5,3
C309,309,KT,Cultivated,Mb,16,9,1,2,9,4,4,208,5,1,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,0.16,0.05,0.11,0,0,0.05,0,0,0,0.04,0.07,0,NA,NA,NA,NA,,4.98725,,5,4
C310,310,KT,Cultivated,Mb,16,10,1,2,10,5,3,235,5,1,10,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,0.69,0.21,0.44,0.03,0,0.18,0,0,0,0.11,0.33,0.04,NA,NA,NA,NA,,5.025,,5,5
C311,311,KT,Cultivated,Mb,16,11,2,3,11,6,3,263,5,1,11,0,0,0,1,0,,8.5,0.71,0.37,0.35,0,0,0.37,0,0,0.03,0,0.32,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15175,,5,4
C312,312,KT,Cultivated,Mb,16,12,2,3,12,4,1,277,5,1,12,0,0,0,1,0,,9.3,1.88,1.39,0.49,0,0,1.39,0,0,0.1,0,0.39,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4258,,5,5
C313,313,KT,Cultivated,Mb,16,13,2,3,13,2,1,293,5,1,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1995,,5,2
C314,314,KT,Cultivated,Mb,16,14,2,3,14,5,4,332,5,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9096,,5,5
C315,315,KT,Cultivated,Mb,16,15,2,3,15,4,3,351,5,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4804,,5,5
C316,316,KT,Cultivated,Mb,16,16,2,4,16,2,4,368,5,1,16,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89775,,5,4
C317,317,KT,Cultivated,Mb,16,17,2,4,17,3,2,394,5,1,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95025,,5,4
C318,318,KT,Cultivated,Mb,16,18,2,4,18,6,1,429,5,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.46,0.1,0.36,0,0,0.1,0,0,0.07,0.11,0.18,0,NA,NA,NA,NA,,4.2655,,6,6
C319,319,KT,Cultivated,Mb,16,19,2,4,19,1,3,435,5,1,19,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94575,,5,4
C320,320,KT,Cultivated,Mb,16,20,2,4,20,2,2,462,5,1,20,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,,5,5
C401,401,MC,Cultivated,Co,21,1,1,1,1,5,4,20,0,1,1,0,0,0,1,0,,8.9,0.06,0,0.06,0,0,0,0,0,0.03,0.03,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C402,402,MC,Cultivated,Co,21,2,1,1,2,1,4,28,0,1,2,0,0,0,1,0,does not exist?,9.1,0.31,0.06,0.12,0,0.04,0.02,0,0,0.03,0.04,0.05,0.14,NA,NA,NA,NA,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C403,403,MC,Cultivated,Co,21,3,1,1,3,4,2,62,0,1,3,0,0,0,1,0,,8.5,1.48,0.08,1.4,0,0.02,0.06,0,0,0.97,0.07,0.36,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C404,404,MC,Cultivated,Co,21,4,1,1,4,4,1,85,0,1,4,0,0,0,0,1,is iets mee maar ik kan niet lezen wat (Ar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C405,405,MC,Cultivated,Co,21,5,1,1,5,2,4,104,0,1,5,1,0,0,0,1,Plant was to small to infest with Mb; is iets mee maar ik kan niet lezen wat (Ar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C406,406,MC,Cultivated,Co,21,6,1,2,6,1,1,121,0,1,6,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,0.4,0.25,0.15,0.14,0,0.11,0,0,0.04,0.04,0.07,0,NA,NA,NA,NA,Sample 406 and 409 pooled,NA,NA,NA,NA
C407,407,MC,Cultivated,Co,21,7,1,2,7,4,4,160,0,1,7,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,0.28,0.1,0.18,0,0,0.1,0,0,0,0.11,0.07,0,NA,NA,NA,NA,Sample 407 and 408 pooled,NA,NA,NA,NA
C408,408,MC,Cultivated,Co,21,8,1,2,8,5,1,185,0,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C409,409,MC,Cultivated,Co,21,9,1,2,9,3,2,202,0,1,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C410,410,MC,Cultivated,Co,21,10,1,2,10,2,2,222,0,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C411,411,MC,Cultivated,Co,21,11,2,3,11,6,4,264,0,1,11,0,0,0,1,0,,10.3,0.37,0.06,0.31,0,0,0.04,0,0.02,0.15,0.01,0.15,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C412,412,MC,Cultivated,Co,21,12,2,3,12,1,3,267,0,1,12,0,0,0,1,0,,9.5,0.38,0.34,0.05,0,0,0.34,0,0,0.02,0.02,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C413,413,MC,Cultivated,Co,21,13,2,3,13,2,3,295,0,1,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C414,414,MC,Cultivated,Co,21,14,2,3,14,3,3,323,0,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
